"","sssdistrict","ssslong","ssslat"
"1","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"2","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"3","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"4","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"5","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"6","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"7","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"8","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"9","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"10","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"11","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"12","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"13","Kumasi Metro",-1.59718716144562,6.68205976486206
"14","Accra Metropolitan",-0.197115257382393,5.6073956489563
"15","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"16","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"17","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"18","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"19","Kumasi Metro",-1.59718716144562,6.68205976486206
"20","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"21","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"22","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"23","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"24","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"25","Kumasi Metro",-1.59718716144562,6.68205976486206
"26","Kumasi Metro",-1.59718716144562,6.68205976486206
"27","Accra Metropolitan",-0.197115257382393,5.6073956489563
"28","Accra Metropolitan",-0.197115257382393,5.6073956489563
"29","Accra Metropolitan",-0.197115257382393,5.6073956489563
"30","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"31","Kumasi Metro",-1.59718716144562,6.68205976486206
"32","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"33","Accra Metropolitan",-0.197115257382393,5.6073956489563
"34","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"35","Kumasi Metro",-1.59718716144562,6.68205976486206
"36","Kumasi Metro",-1.59718716144562,6.68205976486206
"37","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"38","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"39","Sunyani",-2.3274233341217,7.34467792510986
"40","Kumasi Metro",-1.59718716144562,6.68205976486206
"41","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"42","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"43","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"44","Kumasi Metro",-1.59718716144562,6.68205976486206
"45","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"46","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"47","Kumasi Metro",-1.59718716144562,6.68205976486206
"48","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"49","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"50","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"51","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"52","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"53","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"54","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"55","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"56","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"57","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"58","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"59","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"60","Kumasi Metro",-1.59718716144562,6.68205976486206
"61","Kumasi Metro",-1.59718716144562,6.68205976486206
"62","Kumasi Metro",-1.59718716144562,6.68205976486206
"63","Kumasi Metro",-1.59718716144562,6.68205976486206
"64","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"65","Kumasi Metro",-1.59718716144562,6.68205976486206
"66","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"67","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"68","Kumasi Metro",-1.59718716144562,6.68205976486206
"69","Accra Metropolitan",-0.197115257382393,5.6073956489563
"70","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"71","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"72","Ho Municipal",0.526142239570618,6.71760702133179
"73","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"74","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"75","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"76","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"77","Sunyani",-2.3274233341217,7.34467792510986
"78","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"79","Kumasi Metro",-1.59718716144562,6.68205976486206
"80","Kumasi Metro",-1.59718716144562,6.68205976486206
"81","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"82","Kumasi Metro",-1.59718716144562,6.68205976486206
"83","Accra Metropolitan",-0.197115257382393,5.6073956489563
"84","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"85","Accra Metropolitan",-0.197115257382393,5.6073956489563
"86","Kumasi Metro",-1.59718716144562,6.68205976486206
"87","Accra Metropolitan",-0.197115257382393,5.6073956489563
"88","Kumasi Metro",-1.59718716144562,6.68205976486206
"89","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"90","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"91","Kumasi Metro",-1.59718716144562,6.68205976486206
"92","Sunyani",-2.3274233341217,7.34467792510986
"93","Accra Metropolitan",-0.197115257382393,5.6073956489563
"94","Accra Metropolitan",-0.197115257382393,5.6073956489563
"95","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"96","Accra Metropolitan",-0.197115257382393,5.6073956489563
"97","Accra Metropolitan",-0.197115257382393,5.6073956489563
"98","Accra Metropolitan",-0.197115257382393,5.6073956489563
"99","Ho Municipal",0.526142239570618,6.71760702133179
"100","Kumasi Metro",-1.59718716144562,6.68205976486206
"101","Sunyani",-2.3274233341217,7.34467792510986
"102","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"103","Kumasi Metro",-1.59718716144562,6.68205976486206
"104","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"105","Kumasi Metro",-1.59718716144562,6.68205976486206
"106","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"107","Accra Metropolitan",-0.197115257382393,5.6073956489563
"108","Accra Metropolitan",-0.197115257382393,5.6073956489563
"109","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"110","Ho Municipal",0.526142239570618,6.71760702133179
"111","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"112","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"113","Tema",-0.0500882156193256,5.69031476974487
"114","Accra Metropolitan",-0.197115257382393,5.6073956489563
"115","Accra Metropolitan",-0.197115257382393,5.6073956489563
"116","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"117","Kumasi Metro",-1.59718716144562,6.68205976486206
"118","Sunyani",-2.3274233341217,7.34467792510986
"119","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"120","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"121","Tema",-0.0500882156193256,5.69031476974487
"122","Kumasi Metro",-1.59718716144562,6.68205976486206
"123","Kumasi Metro",-1.59718716144562,6.68205976486206
"124","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"125","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"126","Kumasi Metro",-1.59718716144562,6.68205976486206
"127","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"128","Ho Municipal",0.526142239570618,6.71760702133179
"129","Kpando",0.267385125160217,6.89685153961182
"130","Kumasi Metro",-1.59718716144562,6.68205976486206
"131","Asutifi (Kenyasi)",-2.51506805419922,7.02809381484985
"132","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"133","Kumasi Metro",-1.59718716144562,6.68205976486206
"134","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"135","Kumasi Metro",-1.59718716144562,6.68205976486206
"136","Kumasi Metro",-1.59718716144562,6.68205976486206
"137","Kumasi Metro",-1.59718716144562,6.68205976486206
"138","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"139","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"140","Kumasi Metro",-1.59718716144562,6.68205976486206
"141","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"142","Sunyani",-2.3274233341217,7.34467792510986
"143","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"144","Accra Metropolitan",-0.197115257382393,5.6073956489563
"145","Kumasi Metro",-1.59718716144562,6.68205976486206
"146","Asutifi (Kenyasi)",-2.51506805419922,7.02809381484985
"147","Accra Metropolitan",-0.197115257382393,5.6073956489563
"148","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"149","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"150","Kumasi Metro",-1.59718716144562,6.68205976486206
"151","Kumasi Metro",-1.59718716144562,6.68205976486206
"152","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"153","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"154","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"155","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"156","Agona Swedru",-0.755242526531219,5.61735343933105
"157","Sunyani",-2.3274233341217,7.34467792510986
"158","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"159","Kumasi Metro",-1.59718716144562,6.68205976486206
"160","Ho Municipal",0.526142239570618,6.71760702133179
"161","Kumasi Metro",-1.59718716144562,6.68205976486206
"162","Kumasi Metro",-1.59718716144562,6.68205976486206
"163","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"164","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"165","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"166","Ho Municipal",0.526142239570618,6.71760702133179
"167","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"168","Kumasi Metro",-1.59718716144562,6.68205976486206
"169","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"170","Tema",-0.0500882156193256,5.69031476974487
"171","Sunyani",-2.3274233341217,7.34467792510986
"172","Kumasi Metro",-1.59718716144562,6.68205976486206
"173","Gomoa (Apam)",-0.723635494709015,5.40456104278564
"174","Gomoa (Apam)",-0.723635494709015,5.40456104278564
"175","Agona Swedru",-0.755242526531219,5.61735343933105
"176","Sunyani",-2.3274233341217,7.34467792510986
"177","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"178","Accra Metropolitan",-0.197115257382393,5.6073956489563
"179","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"180","Accra Metropolitan",-0.197115257382393,5.6073956489563
"181","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"182","Accra Metropolitan",-0.197115257382393,5.6073956489563
"183","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"184","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"185","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"186","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"187","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"188","Asutifi (Kenyasi)",-2.51506805419922,7.02809381484985
"189","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"190","Kumasi Metro",-1.59718716144562,6.68205976486206
"191","Accra Metropolitan",-0.197115257382393,5.6073956489563
"192","Accra Metropolitan",-0.197115257382393,5.6073956489563
"193","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"194","Kumasi Metro",-1.59718716144562,6.68205976486206
"195","Tema",-0.0500882156193256,5.69031476974487
"196","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"197","Kumasi Metro",-1.59718716144562,6.68205976486206
"198","Kumasi Metro",-1.59718716144562,6.68205976486206
"199","Accra Metropolitan",-0.197115257382393,5.6073956489563
"200","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"201","Tamale",-0.784348249435425,9.38335132598877
"202","Sunyani",-2.3274233341217,7.34467792510986
"203","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"204","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"205","Tema",-0.0500882156193256,5.69031476974487
"206","Kassena/Nankani (Navrongo)",-1.21744096279144,10.9094228744507
"207","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"208","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"209","Kumasi Metro",-1.59718716144562,6.68205976486206
"210","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"211","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"212","Sunyani",-2.3274233341217,7.34467792510986
"213","Kpando",0.267385125160217,6.89685153961182
"214","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"215","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"216","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"217","Accra Metropolitan",-0.197115257382393,5.6073956489563
"218","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"219","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"220","Accra Metropolitan",-0.197115257382393,5.6073956489563
"221","Accra Metropolitan",-0.197115257382393,5.6073956489563
"222","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"223","Kumasi Metro",-1.59718716144562,6.68205976486206
"224","Accra Metropolitan",-0.197115257382393,5.6073956489563
"225","Agona Swedru",-0.755242526531219,5.61735343933105
"226","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"227","Gomoa (Apam)",-0.723635494709015,5.40456104278564
"228","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"229","Kumasi Metro",-1.59718716144562,6.68205976486206
"230","Accra Metropolitan",-0.197115257382393,5.6073956489563
"231","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"232","Kumasi Metro",-1.59718716144562,6.68205976486206
"233","Kumasi Metro",-1.59718716144562,6.68205976486206
"234","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"235","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"236","Keta",0.853055775165558,5.90746402740479
"237","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"238","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"239","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"240","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"241","Lawra",-2.80094122886658,10.5463981628418
"242","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"243","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"244","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"245","Kumasi Metro",-1.59718716144562,6.68205976486206
"246","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"247","Asutifi (Kenyasi)",-2.51506805419922,7.02809381484985
"248","Kumasi Metro",-1.59718716144562,6.68205976486206
"249","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"250","Sunyani",-2.3274233341217,7.34467792510986
"251","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"252","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"253","Ho Municipal",0.526142239570618,6.71760702133179
"254","Tamale",-0.784348249435425,9.38335132598877
"255","Accra Metropolitan",-0.197115257382393,5.6073956489563
"256","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"257","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"258","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"259","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"260","Kumasi Metro",-1.59718716144562,6.68205976486206
"261","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"262","Accra Metropolitan",-0.197115257382393,5.6073956489563
"263","Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"264","Accra Metropolitan",-0.197115257382393,5.6073956489563
"265","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"266","Kumasi Metro",-1.59718716144562,6.68205976486206
"267","Kumasi Metro",-1.59718716144562,6.68205976486206
"268","Accra Metropolitan",-0.197115257382393,5.6073956489563
"269","Accra Metropolitan",-0.197115257382393,5.6073956489563
"270","Kpando",0.267385125160217,6.89685153961182
"271","Gomoa (Apam)",-0.723635494709015,5.40456104278564
"272","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"273","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"274","Kumasi Metro",-1.59718716144562,6.68205976486206
"275","Kumasi Metro",-1.59718716144562,6.68205976486206
"276","Kumasi Metro",-1.59718716144562,6.68205976486206
"277","Tamale",-0.784348249435425,9.38335132598877
"278","Accra Metropolitan",-0.197115257382393,5.6073956489563
"279","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"280","Agona Swedru",-0.755242526531219,5.61735343933105
"281","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"282","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"283","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"284","Gomoa (Apam)",-0.723635494709015,5.40456104278564
"285","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"286","Kumasi Metro",-1.59718716144562,6.68205976486206
"287","Agona Swedru",-0.755242526531219,5.61735343933105
"288","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"289","Kumasi Metro",-1.59718716144562,6.68205976486206
"290","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"291","Kpando",0.267385125160217,6.89685153961182
"292","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"293","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"294","Accra Metropolitan",-0.197115257382393,5.6073956489563
"295","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"296","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"297","Keta",0.853055775165558,5.90746402740479
"298","Accra Metropolitan",-0.197115257382393,5.6073956489563
"299","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"300","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"301","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"302","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"303","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"304","Tema",-0.0500882156193256,5.69031476974487
"305","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"306","Kumasi Metro",-1.59718716144562,6.68205976486206
"307","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"308","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"309","Tema",-0.0500882156193256,5.69031476974487
"310","Accra Metropolitan",-0.197115257382393,5.6073956489563
"311","Tano (Bechem)",-2.02141523361206,7.18365907669067
"312","Agona Swedru",-0.755242526531219,5.61735343933105
"313","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"314","Kpando",0.267385125160217,6.89685153961182
"315","Wa Municipal",-2.28503036499023,10.0306215286255
"316","Accra Metropolitan",-0.197115257382393,5.6073956489563
"317","Berekum",-2.63174390792847,7.50356483459473
"318","Kumasi Metro",-1.59718716144562,6.68205976486206
"319","Lawra",-2.80094122886658,10.5463981628418
"320","Keta",0.853055775165558,5.90746402740479
"321","Accra Metropolitan",-0.197115257382393,5.6073956489563
"322","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"323","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"324","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"325","Cape Coast Municipal",-1.3065938949585,5.15365600585938
"326","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"327","Accra Metropolitan",-0.197115257382393,5.6073956489563
"328","Accra Metropolitan",-0.197115257382393,5.6073956489563
"329","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"330","Kumasi Metro",-1.59718716144562,6.68205976486206
"331","Tema",-0.0500882156193256,5.69031476974487
"332","Kumasi Metro",-1.59718716144562,6.68205976486206
"333","Accra Metropolitan",-0.197115257382393,5.6073956489563
"334","Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"335","Dormaa (Dormaa Ahenkro)",-2.75384044647217,7.22284889221191
"336","Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"337","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"338","Kumasi Metro",-1.59718716144562,6.68205976486206
"339","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"340","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"341","Bolgatanga",-0.880232632160187,10.7424564361572
"342","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"343","Wassa West (Tarkwa)",-1.98885321617126,5.27604913711548
"344","Accra Metropolitan",-0.197115257382393,5.6073956489563
"345","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"346","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"347","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"348","Berekum",-2.63174390792847,7.50356483459473
"349","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"350","Kumasi Metro",-1.59718716144562,6.68205976486206
"351","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"352","Wa Municipal",-2.28503036499023,10.0306215286255
"353","Kpando",0.267385125160217,6.89685153961182
"354","Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"355","East Akim (Kibi)",-0.454344213008881,6.17855787277222
"356","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"357","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"358","Kumasi Metro",-1.59718716144562,6.68205976486206
"359","Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"360","Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"361","Wassa West (Tarkwa)",-1.98885321617126,5.27604913711548
"362","Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728
"363","Kumasi Metro",-1.59718716144562,6.68205976486206
"364","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"365","West Akim (Asamankese)",-0.609122574329376,5.8336124420166
"366","Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"367","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"368","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"369","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"370","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"371","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"372","Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"373","Tamale",-0.784348249435425,9.38335132598877
"374","Agona Swedru",-0.755242526531219,5.61735343933105
"375","Sekyere East (Effiduase)",-0.844235956668854,7.21082878112793
"376","Tema",-0.0500882156193256,5.69031476974487
"377","Kumasi Metro",-1.59718716144562,6.68205976486206
"378","Kumasi Metro",-1.59718716144562,6.68205976486206
"379","Asikuma/Odoben/Brakwa (Breman Asikuma)",-1.01707422733307,5.63825035095215
"380","Kumasi Metro",-1.59718716144562,6.68205976486206
"381","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"382","Wassa West (Tarkwa)",-1.98885321617126,5.27604913711548
"383","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"384","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"385","Kumasi Metro",-1.59718716144562,6.68205976486206
"386","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"387","Tamale",-0.784348249435425,9.38335132598877
"388","Asikuma/Odoben/Brakwa (Breman Asikuma)",-1.01707422733307,5.63825035095215
"389","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"390","Ho Municipal",0.526142239570618,6.71760702133179
"391","Kumasi Metro",-1.59718716144562,6.68205976486206
"392","Kumasi Metro",-1.59718716144562,6.68205976486206
"393","Accra Metropolitan",-0.197115257382393,5.6073956489563
"394","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"395","Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"396","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"397","Berekum",-2.63174390792847,7.50356483459473
"398","Ho Municipal",0.526142239570618,6.71760702133179
"399","West Akim (Asamankese)",-0.609122574329376,5.8336124420166
"400","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"401","Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"402","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"403","Tamale",-0.784348249435425,9.38335132598877
"404","Kumasi Metro",-1.59718716144562,6.68205976486206
"405","Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738
"406","Kumasi Metro",-1.59718716144562,6.68205976486206
"407","Agona Swedru",-0.755242526531219,5.61735343933105
"408","Accra Metropolitan",-0.197115257382393,5.6073956489563
"409","Agona Swedru",-0.755242526531219,5.61735343933105
"410","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"411","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"412","Kassena/Nankani (Navrongo)",-1.21744096279144,10.9094228744507
"413","Kumasi Metro",-1.59718716144562,6.68205976486206
"414","Sunyani",-2.3274233341217,7.34467792510986
"415","Kassena/Nankani (Navrongo)",-1.21744096279144,10.9094228744507
"416","Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"417","Ahanta West (Agona Ahanta)",-1.99056136608124,4.83470392227173
"418","Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"419","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"420","Bolgatanga",-0.880232632160187,10.7424564361572
"421","Accra Metropolitan",-0.197115257382393,5.6073956489563
"422","Kumasi Metro",-1.59718716144562,6.68205976486206
"423","Offinso",-1.89086854457855,7.34876441955566
"424","Kumasi Metro",-1.59718716144562,6.68205976486206
"425","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"426","Tano (Bechem)",-2.02141523361206,7.18365907669067
"427","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"428","Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"429","Ho Municipal",0.526142239570618,6.71760702133179
"430","Bosomtwe/Atwima/Kwanwoma (Kuntanase)",-1.56275165081024,6.55932283401489
"431","Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"432","Accra Metropolitan",-0.197115257382393,5.6073956489563
